split,crop_image,source_image,person_index,crop_x1,crop_y1,crop_x2,crop_y2
train,images/train/frame_000435_person_09.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,9,526,0,611,115
train,images/train/frame_000435_person_10.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,10,423,0,523,98
train,images/train/frame_000435_person_11.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,11,270,96,378,205
train,images/train/frame_000435_person_12.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,12,206,45,304,126
train,images/train/frame_000435_person_13.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,13,115,83,210,154
train,images/train/frame_000435_person_14.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,14,205,151,293,254
train,images/train/frame_000435_person_15.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,15,139,159,224,229
train,images/train/frame_000435_person_16.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,16,101,192,178,238
train,images/train/frame_000435_person_17.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,17,688,159,790,236
train,images/train/frame_000435_person_18.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,18,688,295,800,404
train,images/train/frame_000435_person_19.jpg,data/person_dataset_seed123/images/train/frame_000435.jpg,19,596,276,708,416
train,images/train/frame_000439_person_00.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,0,509,362,649,459
train,images/train/frame_000439_person_01.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,1,591,278,708,412
train,images/train/frame_000439_person_02.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,2,691,314,799,403
train,images/train/frame_000439_person_03.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,3,688,161,791,236
train,images/train/frame_000439_person_04.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,4,704,459,795,549
train,images/train/frame_000439_person_05.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,5,563,480,677,608
train,images/train/frame_000439_person_06.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,6,685,596,761,661
train,images/train/frame_000439_person_07.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,7,556,630,653,702
train,images/train/frame_000439_person_08.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,8,524,0,610,106
train,images/train/frame_000439_person_09.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,9,429,0,521,91
train,images/train/frame_000439_person_10.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,10,277,93,378,206
train,images/train/frame_000439_person_11.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,11,211,45,302,130
train,images/train/frame_000439_person_12.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,12,118,84,203,153
train,images/train/frame_000439_person_13.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,13,203,148,308,257
train,images/train/frame_000439_person_14.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,14,140,157,226,228
train,images/train/frame_000439_person_15.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,15,100,191,174,242
train,images/train/frame_000439_person_16.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,16,149,453,272,542
train,images/train/frame_000439_person_17.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,17,103,543,189,609
train,images/train/frame_000439_person_18.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,18,220,575,306,668
train,images/train/frame_000439_person_19.jpg,data/person_dataset_seed123/images/train/frame_000439.jpg,19,292,595,372,669
train,images/train/frame_000450_person_00.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,0,479,25,577,266
train,images/train/frame_000450_person_01.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,1,540,0,615,114
train,images/train/frame_000450_person_02.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,2,426,0,512,99
train,images/train/frame_000450_person_03.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,3,684,160,791,237
train,images/train/frame_000450_person_04.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,4,675,313,797,403
train,images/train/frame_000450_person_05.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,5,586,282,711,409
train,images/train/frame_000450_person_06.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,6,700,458,795,553
train,images/train/frame_000450_person_07.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,7,561,475,678,605
train,images/train/frame_000450_person_08.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,8,677,597,756,660
train,images/train/frame_000450_person_09.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,9,558,632,649,703
train,images/train/frame_000450_person_10.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,10,288,596,374,665
train,images/train/frame_000450_person_11.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,11,218,581,303,656
train,images/train/frame_000450_person_12.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,12,106,550,187,608
train,images/train/frame_000450_person_13.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,13,147,487,256,532
train,images/train/frame_000450_person_14.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,14,312,63,392,205
train,images/train/frame_000450_person_15.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,15,217,42,301,137
train,images/train/frame_000450_person_16.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,16,118,84,199,149
train,images/train/frame_000450_person_17.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,17,194,145,300,253
train,images/train/frame_000450_person_18.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,18,143,157,217,230
train,images/train/frame_000450_person_19.jpg,data/person_dataset_seed123/images/train/frame_000450.jpg,19,99,191,169,245
train,images/train/frame_000456_person_00.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,0,410,0,493,181
train,images/train/frame_000456_person_01.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,1,515,0,614,105
train,images/train/frame_000456_person_02.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,2,688,160,790,237
train,images/train/frame_000456_person_03.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,3,679,317,797,404
train,images/train/frame_000456_person_04.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,4,590,280,708,419
train,images/train/frame_000456_person_05.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,5,701,460,797,560
train,images/train/frame_000456_person_06.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,6,674,600,761,660
train,images/train/frame_000456_person_07.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,7,561,478,680,607
train,images/train/frame_000456_person_08.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,8,557,634,651,702
train,images/train/frame_000456_person_09.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,9,308,61,396,204
train,images/train/frame_000456_person_10.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,10,142,48,262,126
train,images/train/frame_000456_person_11.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,11,118,86,202,149
train,images/train/frame_000456_person_12.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,12,197,145,297,257
train,images/train/frame_000456_person_13.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,13,142,154,226,235
train,images/train/frame_000456_person_14.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,14,100,186,171,246
train,images/train/frame_000456_person_15.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,15,103,543,193,608
train,images/train/frame_000456_person_16.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,16,220,581,303,663
train,images/train/frame_000456_person_17.jpg,data/person_dataset_seed123/images/train/frame_000456.jpg,17,286,593,375,663
train,images/train/frame_000459_person_00.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,0,388,0,515,180
train,images/train/frame_000459_person_01.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,1,440,0,509,69
train,images/train/frame_000459_person_02.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,2,515,0,613,100
train,images/train/frame_000459_person_03.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,3,685,160,788,237
train,images/train/frame_000459_person_04.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,4,683,306,793,400
train,images/train/frame_000459_person_05.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,5,584,280,710,409
train,images/train/frame_000459_person_06.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,6,701,457,796,551
train,images/train/frame_000459_person_07.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,7,560,477,679,606
train,images/train/frame_000459_person_08.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,8,680,602,759,661
train,images/train/frame_000459_person_09.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,9,557,635,651,702
train,images/train/frame_000459_person_10.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,10,311,56,404,205
train,images/train/frame_000459_person_11.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,11,196,145,301,258
train,images/train/frame_000459_person_12.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,12,119,67,257,156
train,images/train/frame_000459_person_13.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,13,140,152,224,229
train,images/train/frame_000459_person_14.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,14,100,191,170,240
train,images/train/frame_000459_person_15.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,15,104,543,195,609
train,images/train/frame_000459_person_16.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,16,219,580,308,662
train,images/train/frame_000459_person_17.jpg,data/person_dataset_seed123/images/train/frame_000459.jpg,17,283,594,374,663
train,images/train/frame_000476_person_00.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,0,498,201,610,369
train,images/train/frame_000476_person_01.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,1,307,78,393,200
train,images/train/frame_000476_person_02.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,2,518,1,613,105
train,images/train/frame_000476_person_03.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,3,426,0,526,86
train,images/train/frame_000476_person_04.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,4,685,163,791,231
train,images/train/frame_000476_person_05.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,5,682,304,795,403
train,images/train/frame_000476_person_06.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,6,584,283,708,408
train,images/train/frame_000476_person_07.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,7,702,457,797,559
train,images/train/frame_000476_person_08.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,8,676,610,759,658
train,images/train/frame_000476_person_09.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,9,562,476,677,605
train,images/train/frame_000476_person_10.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,10,558,636,649,701
train,images/train/frame_000476_person_11.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,11,204,150,296,255
train,images/train/frame_000476_person_12.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,12,150,152,226,234
train,images/train/frame_000476_person_13.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,13,101,194,170,238
train,images/train/frame_000476_person_14.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,14,121,87,197,152
train,images/train/frame_000476_person_15.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,15,149,439,269,542
train,images/train/frame_000476_person_16.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,16,105,543,194,614
train,images/train/frame_000476_person_17.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,17,219,578,303,668
train,images/train/frame_000476_person_18.jpg,data/person_dataset_seed123/images/train/frame_000476.jpg,18,290,596,370,667
train,images/train/frame_000486_person_00.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,0,478,444,602,660
train,images/train/frame_000486_person_01.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,1,572,476,679,595
train,images/train/frame_000486_person_02.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,2,702,458,800,551
train,images/train/frame_000486_person_03.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,3,672,608,761,660
train,images/train/frame_000486_person_04.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,4,555,633,653,704
train,images/train/frame_000486_person_05.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,5,688,159,789,235
train,images/train/frame_000486_person_06.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,6,684,317,796,401
train,images/train/frame_000486_person_07.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,7,583,280,709,412
train,images/train/frame_000486_person_08.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,8,516,1,615,104
train,images/train/frame_000486_person_09.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,9,421,0,524,84
train,images/train/frame_000486_person_10.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,10,309,81,388,203
train,images/train/frame_000486_person_11.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,11,205,146,308,255
train,images/train/frame_000486_person_12.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,12,153,155,222,234
train,images/train/frame_000486_person_13.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,13,101,192,180,241
train,images/train/frame_000486_person_14.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,14,119,86,201,151
train,images/train/frame_000486_person_15.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,15,104,544,196,610
train,images/train/frame_000486_person_16.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,16,224,577,308,662
train,images/train/frame_000486_person_17.jpg,data/person_dataset_seed123/images/train/frame_000486.jpg,17,285,595,375,662
train,images/train/frame_000493_person_00.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,0,686,159,791,240
train,images/train/frame_000493_person_01.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,1,683,303,794,400
train,images/train/frame_000493_person_02.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,2,583,278,707,410
train,images/train/frame_000493_person_03.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,3,698,457,798,560
train,images/train/frame_000493_person_04.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,4,564,477,678,608
train,images/train/frame_000493_person_05.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,5,468,572,568,720
train,images/train/frame_000493_person_06.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,6,560,633,647,701
train,images/train/frame_000493_person_07.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,7,672,611,761,661
train,images/train/frame_000493_person_08.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,8,515,3,616,102
train,images/train/frame_000493_person_09.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,9,419,0,523,93
train,images/train/frame_000493_person_10.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,10,299,74,390,205
train,images/train/frame_000493_person_11.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,11,199,143,300,254
train,images/train/frame_000493_person_12.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,12,146,155,221,232
train,images/train/frame_000493_person_13.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,13,100,192,181,239
train,images/train/frame_000493_person_14.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,14,121,88,190,148
train,images/train/frame_000493_person_15.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,15,105,547,189,612
train,images/train/frame_000493_person_16.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,16,220,579,310,669
train,images/train/frame_000493_person_17.jpg,data/person_dataset_seed123/images/train/frame_000493.jpg,17,292,595,373,665
train,images/train/frame_000502_person_00.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,0,517,3,615,110
train,images/train/frame_000502_person_01.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,1,424,0,526,92
train,images/train/frame_000502_person_02.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,2,682,160,790,234
train,images/train/frame_000502_person_03.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,3,679,316,798,401
train,images/train/frame_000502_person_04.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,4,586,280,711,409
train,images/train/frame_000502_person_05.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,5,701,459,799,556
train,images/train/frame_000502_person_06.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,6,562,480,676,607
train,images/train/frame_000502_person_07.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,7,559,632,651,702
train,images/train/frame_000502_person_08.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,8,674,609,763,660
train,images/train/frame_000502_person_09.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,9,459,582,558,720
train,images/train/frame_000502_person_10.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,10,297,78,384,203
train,images/train/frame_000502_person_11.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,11,193,153,309,241
train,images/train/frame_000502_person_12.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,12,149,151,228,234
train,images/train/frame_000502_person_13.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,13,118,83,209,156
train,images/train/frame_000502_person_14.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,14,97,190,175,235
train,images/train/frame_000502_person_15.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,15,105,546,191,611
train,images/train/frame_000502_person_16.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,16,222,584,307,668
train,images/train/frame_000502_person_17.jpg,data/person_dataset_seed123/images/train/frame_000502.jpg,17,292,597,370,673
train,images/train/frame_000509_person_00.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,0,302,82,385,205
train,images/train/frame_000509_person_01.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,1,420,0,524,92
train,images/train/frame_000509_person_02.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,2,514,0,616,107
train,images/train/frame_000509_person_03.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,3,686,161,789,235
train,images/train/frame_000509_person_04.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,4,676,317,800,402
train,images/train/frame_000509_person_05.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,5,584,279,698,411
train,images/train/frame_000509_person_06.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,6,700,455,799,556
train,images/train/frame_000509_person_07.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,7,671,594,762,665
train,images/train/frame_000509_person_08.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,8,560,640,647,701
train,images/train/frame_000509_person_09.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,9,564,476,680,604
train,images/train/frame_000509_person_10.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,10,476,467,594,680
train,images/train/frame_000509_person_11.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,11,291,599,373,672
train,images/train/frame_000509_person_12.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,12,227,581,304,669
train,images/train/frame_000509_person_13.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,13,103,545,192,611
train,images/train/frame_000509_person_14.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,14,198,148,308,235
train,images/train/frame_000509_person_15.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,15,144,150,223,238
train,images/train/frame_000509_person_16.jpg,data/person_dataset_seed123/images/train/frame_000509.jpg,16,116,85,201,149
train,images/train/frame_000513_person_00.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,0,304,83,387,198
train,images/train/frame_000513_person_01.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,1,518,0,608,109
train,images/train/frame_000513_person_02.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,2,425,0,524,88
train,images/train/frame_000513_person_03.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,3,686,160,791,234
train,images/train/frame_000513_person_04.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,4,681,307,794,405
train,images/train/frame_000513_person_05.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,5,589,276,695,413
train,images/train/frame_000513_person_06.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,6,492,396,620,582
train,images/train/frame_000513_person_07.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,7,595,476,674,597
train,images/train/frame_000513_person_08.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,8,701,456,799,550
train,images/train/frame_000513_person_09.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,9,687,593,757,662
train,images/train/frame_000513_person_10.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,10,556,632,653,704
train,images/train/frame_000513_person_11.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,11,293,601,372,669
train,images/train/frame_000513_person_12.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,12,228,581,310,667
train,images/train/frame_000513_person_13.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,13,106,547,187,616
train,images/train/frame_000513_person_14.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,14,198,150,309,236
train,images/train/frame_000513_person_15.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,15,118,86,206,152
train,images/train/frame_000513_person_16.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,16,146,152,224,235
train,images/train/frame_000513_person_17.jpg,data/person_dataset_seed123/images/train/frame_000513.jpg,17,101,191,171,243
train,images/train/frame_000518_person_00.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,0,494,326,652,432
train,images/train/frame_000518_person_01.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,1,611,282,696,413
train,images/train/frame_000518_person_02.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,2,684,309,798,403
train,images/train/frame_000518_person_03.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,3,684,162,790,234
train,images/train/frame_000518_person_04.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,4,699,457,798,552
train,images/train/frame_000518_person_05.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,5,562,476,675,598
train,images/train/frame_000518_person_06.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,6,676,609,762,661
train,images/train/frame_000518_person_07.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,7,552,632,648,702
train,images/train/frame_000518_person_08.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,8,290,600,373,667
train,images/train/frame_000518_person_09.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,9,230,582,307,669
train,images/train/frame_000518_person_10.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,10,108,540,197,615
train,images/train/frame_000518_person_11.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,11,514,2,614,102
train,images/train/frame_000518_person_12.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,12,421,0,524,92
train,images/train/frame_000518_person_13.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,13,306,80,386,204
train,images/train/frame_000518_person_14.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,14,201,148,309,234
train,images/train/frame_000518_person_15.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,15,145,151,228,235
train,images/train/frame_000518_person_16.jpg,data/person_dataset_seed123/images/train/frame_000518.jpg,16,96,188,172,242
train,images/train/frame_000528_person_00.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,0,686,160,789,237
train,images/train/frame_000528_person_01.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,1,680,316,798,404
train,images/train/frame_000528_person_02.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,2,586,283,702,410
train,images/train/frame_000528_person_03.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,3,699,457,798,554
train,images/train/frame_000528_person_04.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,4,563,479,677,602
train,images/train/frame_000528_person_05.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,5,674,609,762,661
train,images/train/frame_000528_person_06.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,6,561,632,656,700
train,images/train/frame_000528_person_07.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,7,293,599,381,684
train,images/train/frame_000528_person_08.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,8,224,581,304,664
train,images/train/frame_000528_person_09.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,9,109,545,191,616
train,images/train/frame_000528_person_10.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,10,148,469,265,539
train,images/train/frame_000528_person_11.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,11,513,47,644,250
train,images/train/frame_000528_person_12.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,12,513,0,616,99
train,images/train/frame_000528_person_13.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,13,423,0,523,86
train,images/train/frame_000528_person_14.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,14,302,75,384,200
train,images/train/frame_000528_person_15.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,15,203,155,295,230
train,images/train/frame_000528_person_16.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,16,144,150,222,237
train,images/train/frame_000528_person_17.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,17,119,78,196,148
train,images/train/frame_000528_person_18.jpg,data/person_dataset_seed123/images/train/frame_000528.jpg,18,100,189,166,242
train,images/train/frame_000612_person_00.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,0,514,0,616,103
train,images/train/frame_000612_person_01.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,1,684,156,796,241
train,images/train/frame_000612_person_02.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,2,679,312,799,403
train,images/train/frame_000612_person_03.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,3,583,315,698,405
train,images/train/frame_000612_person_04.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,4,702,457,796,551
train,images/train/frame_000612_person_05.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,5,564,474,679,606
train,images/train/frame_000612_person_06.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,6,677,603,764,662
train,images/train/frame_000612_person_07.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,7,558,633,650,704
train,images/train/frame_000612_person_08.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,8,407,507,517,720
train,images/train/frame_000612_person_09.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,9,220,579,306,671
train,images/train/frame_000612_person_10.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,10,105,543,193,611
train,images/train/frame_000612_person_11.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,11,148,440,270,543
train,images/train/frame_000612_person_12.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,12,286,90,379,204
train,images/train/frame_000612_person_13.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,13,218,30,306,133
train,images/train/frame_000612_person_14.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,14,119,85,206,154
train,images/train/frame_000612_person_15.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,15,199,149,304,233
train,images/train/frame_000612_person_16.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,16,147,141,230,233
train,images/train/frame_000612_person_17.jpg,data/person_dataset_seed123/images/train/frame_000612.jpg,17,99,192,182,244
